MMSI,Ship Name,Global Ship Type,Ship Type,Ship Type Specific,Lenght,Breadth,Max Speed,Average Speed
305566000,BLUE TUNE,CARGO,CARGO,CARGO/CONTAINERSHIP,89.95,15.4,12.9,8.1
305598000,RUDOLF,CARGO,CARGO,GENERAL CARGO,145.63,18.25,6.5,5.7
305643000,JSP MISTRAL,CARGO,CARGO,CONTAINER SHIP,138.15,21.7,15.3,8.1
305647000,HC OPAL,CARGO,CARGO,GENERAL CARGO,129.5,19.27,14.8,12.6
305677000,ROGALAND,CARGO,CARGO,CARGO/CONTAINERSHIP,106.9,18.42,15.2,9.6
305679000,LADY NURAY,CARGO,CARGO,CARGO,122.0,19.0,15.7,14.5
305681000,ARNE,CARGO,CARGO,CARGO/CONTAINERSHIP,134.5,16.5,7.3,5.7
305727000,GOLDEN LION,CARGO,CARGO,GENERAL CARGO,127.4,16.6,15.7,8.6
305760000,PV RAKKHI,SPECIAL CRAFT,PORT TENDER,PILOT SHIP,29.42,6.35,11.7,10.2
305767000,HC MELINA,CARGO,CARGO,GENERAL CARGO,129.4,17.0,13.7,8.1
305813000,WILSON DIEPPE,CARGO,CARGO,GENERAL CARGO,87.84,12.9,8.9,7.7
305929000,FEHN CAPE,CARGO,CARGO,GENERAL CARGO,87.91,11.41,12.4,9.4
305930000,CATANIA,CARGO,CARGO,GENERAL CARGO,87.91,11.41,13.5,11.0
306067000,EBBTIDE,OTHER,OTHER,OTHER,27.0,6.0,8.3,6.7
308311000,SEADREAM II,PASSENGER,PASSENGER,PASSENGER SHIP,104.8,14.6,13.0,11.6
308322000,SILVER WHISPER,PASSENGER,PASSENGER,PASSENGER SHIP,186.0,24.8,16.6,16.0
308416000,NORWEGIAN JADE,PASSENGER,PASSENGER,PASSENGER SHIP,294.14,37.88,21.5,18.1
308628000,SILVER SHADOW,PASSENGER,PASSENGER,PASSENGER SHIP,186.0,24.8,14.7,13.3
308645000,ESMERALDA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,61.5,10.0,13.7,11.5
308814000,SILVER WIND,PASSENGER,PASSENGER,PASSENGER SHIP,162.6,21.4,17.4,8.6
308908000,SEADREAM 1,PASSENGER,PASSENGER,PASSENGER SHIP,104.8,14.6,12.1,8.4
309027000,SILVER CLOUD,PASSENGER,PASSENGER,PASSENGER SHIP,157.03,21.4,19.0,10.1
309168000,CRYSTAL SYMPHONY,PASSENGER,PASSENGER,PASSENGER SHIP,238.0,30.0,16.7,6.7
309242000,WIND SURF ZODIAC 1,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,6.0,3.0,11.7,9.1
309681000,GREEN BRAZIL,CARGO,CARGO,REEFER,131.25,19.63,19.0,16.1
309695000,VIDANTA ELEGANT,PASSENGER,PASSENGER,PASSENGER SHIP,152.5,20.6,10.2,6.2
309975000,AL THAKHIRA,TANKER,TANKER - HAZARD D (RECOGNIZABLE),LNG TANKER,283.0,43.4,19.0,17.7
310051000,TALITHA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,80.0,10.39,13.4,11.1
310459000,ARCADIA,PASSENGER,PASSENGER,PASSENGER SHIP,285.11,32.54,19.3,17.9
310473000,QUEEN OF THE OCEANS,PASSENGER,PASSENGER,PASSENGER SHIP,261.22,32.28,0.0,6.5
310529000,PIANO LAND,PASSENGER,PASSENGER,PASSENGER SHIP,260.0,32.24,13.7,9.2
310556000,AURORA,PASSENGER,PASSENGER,PASSENGER SHIP,270.0,33.6,16.8,10.3
310563000,ARCHIMEDES,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,70.6,13.3,16.1,13.4
310625000,QUEEN ELIZABETH,PASSENGER,PASSENGER,PASSENGER SHIP,294.0,36.0,15.2,13.4
311000133,SUPERBA,TANKER,TANKER,OIL/CHEMICAL TANKER,183.0,31.28,13.4,6.8
311000611,KAREWOOD BRAVE,CARGO,CARGO,GENERAL CARGO,127.3,16.84,11.6,6.7
311000625,NORDANVIK,CARGO,CARGO,CEMENT CARRIER,97.0,17.3,11.7,10.4
311000637,SILVER MUSE,PASSENGER,PASSENGER,PASSENGER SHIP,212.78,27.0,19.4,17.8
311000840,AMERA,PASSENGER,PASSENGER,PASSENGER SHIP,204.0,32.32,20.0,17.0
311000998,DREAM GODDESS,PASSENGER,PASSENGER,PASSENGER SHIP,139.3,17.5,0.0,8.9
311050600,SEVEN SEAS NAVIGATOR,PASSENGER,PASSENGER,PASSENGER SHIP,170.69,24.83,18.5,16.2
311054900,ATLANTIC ACANTHUS,CARGO,CARGO,REEFER,144.52,21.8,18.1,8.1
311082000,NORWEGIAN STAR,PASSENGER,PASSENGER,PASSENGER SHIP,294.13,32.78,20.1,18.8
311083000,STAR BREEZE,PASSENGER,PASSENGER,PASSENGER SHIP,159.0,19.0,17.7,14.2
311085000,STAR LEGEND,PASSENGER,PASSENGER,PASSENGER SHIP,160.6,19.0,12.7,10.4
311321000,VISION OF THE SEAS,PASSENGER,PASSENGER,PASSENGER SHIP,279.0,35.6,21.0,19.4
311513000,SEVEN SEAS VOYAGER,PASSENGER,PASSENGER,PASSENGER SHIP,206.5,28.83,19.2,10.7
311536000,CRYSTAL SERENITY,PASSENGER,PASSENGER,PASSENGER SHIP,250.0,32.2,20.7,18.0
311541000,BRAEMAR,PASSENGER,PASSENGER,PASSENGER SHIP,195.82,22.5,0.0,5.3
311743000,ISLAND SKY,PASSENGER,PASSENGER,PASSENGER SHIP,90.6,15.3,13.5,9.2
311746000,NORWEGIAN SPIRIT,PASSENGER,PASSENGER,PASSENGER SHIP,268.6,32.3,22.4,21.0
311805000,RHAPSODY OF THE SEAS,PASSENGER,PASSENGER,PASSENGER SHIP,279.0,35.64,17.6,15.1
312131000,MILAYA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,31.39,7.61,0.0,9.6
312389000,ARTOF,CARGO,CARGO,GENERAL CARGO,78.0,11.0,14.0,5.2
312404000,DS VICTORY,CARGO,CARGO,GENERAL CARGO,117.0,20.0,11.2,8.7
312457000,RICHAR,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,56.7,10.65,10.1,9.2
312972000,TMC666,CARGO,CARGO,CARGO,62.0,17.0,0.0,0.0
314137000,LADYSHIP,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,40.8,8.0,16.6,10.8
314179000,WILSON CAEN,CARGO,CARGO,GENERAL CARGO,99.9,12.8,12.6,10.2
316130000,HMCS CHARLOTTETOWN,SPECIAL CRAFT,MILITARY OPS,MILITARY OPS,134.0,17.0,22.8,11.5
319002500,PIONEER,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.0,8.81,12.7,11.0
319003700,KJOS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,36.5,7.41,7.9,6.9
319004200,ANDIAMO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,59.3,10.4,13.9,12.4
319008400,TT SEQUEL P,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,17.0,4.0,0.0,12.8
319008900,HUNTRESS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,75.4,14.0,16.0,9.7
319009900,ECSTASEA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,86.0,11.88,16.0,14.7
319011100,CAIPIRINHA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,60.0,12.0,14.8,11.7
319011700,OSTARA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,39.6,7.9,12.1,10.8
319011900,AWATEA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,50.0,10.0,15.9,7.4
319016800,BIG SKY,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,48.0,9.13,15.8,7.1
319017100,CORINTHIAN,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,39.05,9.04,12.3,9.3
319021700,ST.ELENA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,8.0,21.9,12.7
319023000,METSUYAN IV,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,36.2,8.0,9.1,8.8
319027300,MY JOHANNA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,42.0,9.0,15.4,13.9
319027500,CHASE TENDER,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,7.0,2.0,15.1,8.4
319029200,PELORUS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,115.0,18.32,16.5,12.5
319031100,SKYFALL,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,57.93,9.76,15.3,13.6
319032200,TT LALBATROS,SPECIAL CRAFT,PORT TENDER,PORT TENDER,6.0,2.0,12.8,12.7
319032500,LADY CHRISTINE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,68.0,12.5,14.4,13.4
319032800,BELLA VITA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,60.0,11.41,12.3,11.0
319033100,BELLE ISLE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,10.0,10.5,9.8
319033400,MARIE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,54.64,9.5,14.4,8.3
319035300,RUSH,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.9,9.2,25.6,8.7
319037100,ALEXANDER AGAIN,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.15,9.0,15.9,13.1
319038700,FREYA,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,28.0,6.0,11.3,8.7
319039300,LIBERTY,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,56.71,9.76,16.5,15.3
319039900,MEGAN,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,44.65,9.2,14.0,12.5
319041000,MAMAMIA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,38.38,8.11,7.1,6.0
319041800,DEEP BLUE II,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,43.6,9.0,14.2,12.0
319050900,KARIANNA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.0,9.2,13.9,13.0
319051600,APOLLO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,52.3,9.47,10.2,9.1
319053200,LAUREN L,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,88.5,14.24,10.4,9.5
319055400,OCEAN VICTORY,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,140.0,20.0,13.0,7.7
319055500,SEA FALCON II,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,45.35,9.14,10.6,9.1
319059300,WISP,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,47.65,6.0,10.1,9.2
319060000,SIREN,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,73.53,12.6,12.8,12.3
319060400,NAEMA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,40.0,6.0,13.2,6.5
319061300,SALVAJE,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,57.0,11.0,12.2,10.6
319065000,STORMBORN,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.7,8.83,15.7,14.8
319065700,BLISS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,52.2,9.0,24.6,19.4
319066600,PANACEA,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,28.0,6.0,10.1,7.6
319067900,ELENA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.7,8.83,11.7,8.2
319071800,VISION,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,61.5,10.4,13.8,6.3
319071900,ARES,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,42.46,8.49,11.5,10.6
319072200,FOREVER ONE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,54.65,10.9,10.4,9.4
319073200,EMINA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,39.0,8.0,11.0,7.0
319073400,SURAMA,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,40.0,9.0,11.3,8.6
319075000,PLAN B,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.07,10.2,11.4,9.5
319075100,VICA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,50.0,9.0,15.0,11.4
319076300,NEXT CHAPTER,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.0,10.0,8.3,8.8
319076700,SYMPHONY,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,101.0,14.0,0.0,0.0
319079700,FORMOSA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,60.0,10.4,13.9,9.4
319080400,MRS L,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,50.8,9.0,15.6,14.5
319080600,MY FALCON,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,52.0,10.0,15.0,12.5
319080700,AZAMANTA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.0,10.0,11.0,9.8
319081200,LADY M,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,36.0,9.0,5.3,12.6
319081800,PICK UP,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.0,10.0,15.5,9.7
319084700,MR.D,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,42.0,10.0,12.8,10.5
319085300,RUYA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,41.4,9.0,12.3,11.0
319085900,AQUIJO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,87.0,15.0,15.0,13.2
319086500,HALO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,57.0,11.0,14.4,11.4
319087000,EOS,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,93.5,13.5,14.1,11.4
319087800,NAUTILASS,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,8.0,0.0,12.5
319088700,STELLA MARIS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,72.0,13.0,13.7,11.7
319089300,HATT MILL,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.08,9.24,13.2,9.7
319090400,MOONRAKER,TANKER,TANKER,TANKER,183.0,27.0,0.0,10.0
319091000,BELUGA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,34.6,8.03,11.1,10.8
319092000,GRAND RUSALINA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,57.6,11.26,9.9,8.8
319092200,MERCY,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,37.0,8.0,20.5,11.9
319095500,GIGAGI,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.0,10.0,13.2,11.1
319095800,CLOUDBREAK,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,75.0,14.0,14.4,11.3
319097500,VAAO,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,37.0,8.0,15.3,6.0
319099800,WILDCAT,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,42.0,8.0,20.2,15.9
319100000,PRANA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,51.4,10.32,13.4,10.1
319100200,NARVALO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,33.0,7.0,13.0,11.9
319102400,KOKOTEA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,40.0,9.0,10.7,8.3
319112000,RENEGADE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.86,8.93,14.1,9.7
319113800,MIRAGE IV,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,40.0,8.0,14.2,11.7
319114300,SEVEN SINS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,52.0,8.9,16.5,13.3
319115700,AQUARIUS,PASSENGER,PASSENGER,HOUSEBOAT,56.0,10.0,12.2,11.1
319115800,SOPRANO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,38.0,8.0,12.2,9.3
319116500,LUCKY ME,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.0,8.9,18.7,13.8
319116800,LETHANTIA,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,44.0,9.0,10.1,10.6
319118700,BARTALI,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.0,8.0,8.2,6.9
319119800,ANDIAMO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.0,9.0,15.8,7.9
319123300,LOST BOYS,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,34.0,8.0,9.1,6.2
319129000,VIBRANCE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,47.5,9.25,12.2,11.1
319130000,LORETTA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,43.0,8.4,13.6,11.6
319130200,SATORI,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,64.0,12.0,15.1,13.6
319131600,SOSA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,38.0,8.0,13.5,11.4
319132100,ANNE,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,53.0,9.0,11.3,7.8
319136600,MY EDEN,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,45.5,8.2,11.4,10.9
319138500,GLOBAS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,43.0,9.0,14.2,10.3
319144000,LA TANIA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.0,9.25,12.7,11.6
319147400,BERCO VOYAGER,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,40.0,8.0,12.7,11.4
319147900,STARGAZER,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,40.0,8.0,14.8,12.9
319149800,ILONA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,81.22,12.4,16.0,7.1
319152000,LA DEA II,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.08,8.54,13.6,12.1
319156800,BRAVO EUGENIA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,13.0,3.0,11.3,8.5
319162500,ARIENCE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,60.93,13.05,13.3,10.2
319163500,POWER PLAY,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.7,9.0,16.4,12.1
319165000,KAMALAYA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.0,9.0,14.2,8.5
319168200,WHITE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.82,8.0,14.2,13.5
319176700,PI,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,77.25,11.4,12.5,9.3
319176900,BELLA VITA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,35.0,8.0,14.7,10.4
319177900,SEAHAWK,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,58.6,11.4,12.6,9.0
319178500,MOONRISE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,57.93,9.76,21.0,12.3
319191100,M5,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,84.7,16.7,12.9,9.1
319193000,MY TRENDING,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.94,9.31,15.3,11.1
319194900,HORIZON,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,42.0,8.0,15.5,10.3
319213000,CLEOPATRA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,56.73,9.21,13.4,12.4
319216000,HIGH POWER III,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,70.0,13.2,15.7,11.8
319238000,VIXIT,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,51.69,9.06,13.1,11.5
319260000,AMICA MEA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.2,9.15,11.5,10.7
319266000,ASAHI,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.9,11.51,13.2,11.6
319297000,LADY M,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,65.5,10.0,0.0,16.3
319307000,LAZY Z,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,50.76,9.45,0.0,8.5
319315000,TE MANU,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.35,9.5,0.0,7.6
319316000,MAYAN QUEEN IV,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,93.25,16.1,17.9,12.0
319321000,AMORE VERO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,88.39,14.2,0.0,12.1
319326000,UTOPIA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,71.6,11.8,15.1,12.5
319331000,WERE DREAMS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,52.35,9.04,13.6,12.3
319339000,DREAM WEAVER,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,36.91,7.67,0.0,5.6
319345000,ELENI,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.0,9.0,11.6,10.8
319353000,ADELE,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,55.0,10.0,12.5,11.2
319355000,G3,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,44.0,8.5,0.0,10.6
319361000,AL MIRQAB,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,133.2,20.87,24.9,12.2
319363000,POLAR STAR,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,62.97,12.98,14.2,10.3
319369000,LADY E,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,68.5,11.8,14.1,9.1
319387000,SEA PEARL,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,82.48,12.75,15.3,12.4
319414000,LOTUS,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,38.0,8.0,10.8,10.4
319453000,LIBERTY,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.95,10.0,14.4,12.2
319457000,KATHARINE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,60.0,11.0,12.7,11.2
319474000,REGULUS,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,40.0,8.0,10.0,6.1
319491000,SIDRA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,38.0,8.0,12.4,8.2
319505000,SEVEN S,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,40.5,8.49,15.5,13.1
319506000,SCOTT FREE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,60.0,11.0,11.8,10.4
319510000,MOGAMBO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,73.42,12.8,16.7,11.0
319564000,ASYA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,47.0,9.0,13.8,12.0
319571000,FLAG,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,62.3,10.8,15.3,12.7
319573000,PARTY GIRL,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,62.5,12.14,13.0,8.0
319586000,AD LIB,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,40.0,8.49,13.5,11.1
319592000,AVANGARD II,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.95,9.6,12.2,9.2
319594000,LADY BRITT,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,63.0,11.55,13.6,11.1
319596000,COCOA BEAN,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,73.76,12.32,15.7,13.1
319629000,MES AMIS,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,44.0,9.34,13.6,9.3
319634000,SILVER DREAM,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,43.3,8.54,10.4,8.8
319638000,KERI LEE III,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.3,9.14,15.4,13.1
319642000,PICNIC,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,50.28,13.65,14.5,7.3
319646000,PARAFFIN,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,60.0,10.0,15.1,11.8
319648000,BLUE PAPILLON,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,43.31,6.0,11.6,8.2
319660000,MUSTIQUE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,54.88,9.76,13.9,10.4
319661000,KOGO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,71.71,14.0,13.7,7.7
319663000,MERCURY,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.99,9.42,12.5,10.3
319674000,TT SUNRISE EXPLORER,SPECIAL CRAFT,PORT TENDER,PORT TENDER,7.0,2.0,43.6,9.7
319738000,SPIRIT,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,54.0,9.0,11.3,10.2
319741310,PALADIN,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,48.0,9.0,13.4,10.1
319769000,IMPROMPTU,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,50.0,8.78,15.2,6.2
319771000,SAMAR,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,77.0,12.0,10.2,7.2
319777000,MIA ELISE II,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,57.93,9.76,14.0,12.9
319788000,APOSTROPHE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,39.0,8.0,8.8,7.7
319801000,TATOOSH,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,92.1,15.49,12.1,11.6
319804000,WAVERUNNER,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,41.14,8.46,14.0,13.3
319826000,AQUANOVA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,45.0,8.0,19.2,17.2
319838000,FORTUNATE SUN,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,54.0,10.64,13.9,11.8
319854000,VA BENE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,43.8,8.95,13.3,10.8
319863000,EMINENCE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,78.0,12.0,14.8,12.9
319868000,CALYPSO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,61.5,11.02,18.0,13.6
319869000,EMELINA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,50.9,9.59,15.3,12.7
319882000,RAHAL,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.5,9.18,14.9,13.8
319893000,BACARELLA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,59.76,10.37,12.8,11.1
319901000,OCEAN DRIVE,SPECIAL CRAFT,LOCAL VESSEL,LOCAL VESSEL,32.0,8.0,12.4,9.0
319914000,LAUREL,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,71.85,12.27,14.3,12.2
319915000,OLYMPUS,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.0,10.32,12.1,9.1
319931000,LOON,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,54.96,10.0,12.0,7.4
319937000,TSUMAT,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,50.0,8.54,12.4,9.3
319949000,TANUSHA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,60.0,12.0,11.9,11.5
319957000,ALFA NERO,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,82.0,13.8,11.3,8.0
319964000,ILERIA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,55.4,9.3,12.7,11.6
319983000,BERILDA,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,46.0,8.8,14.2,11.8
319989000,APOGEE,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,62.0,11.2,14.4,13.0
319997000,AURA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,37.0,8.0,13.0,9.1
320706576,GAJA,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,39.0,8.0,0.0,7.5
339300720,VICTORIA DEL MAR,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,49.99,10.0,12.9,10.4
339326000,ORION,SAILING VESSEL,SAILING VESSEL,SAILING VESSEL,26.0,12.0,8.9,8.3
339328000,SWEET ESCAPE,PLEASURE CRAFT,PLEASURE CRAFT,PLEASURE CRAFT,35.0,8.0,14.0,6.5
339355000,ANTELOPE III,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,43.1,8.0,6.1,6.8
339435000,NITA K II,PLEASURE CRAFT,PLEASURE CRAFT,YACHT,52.0,9.42,11.7,9.1
